Date,Exchange Rate,Prime_Rate,INDINF_CPI_Q,GDP,W.MTLS,Open,Gold_Price_in_USD,Ontario_Immigrants_International,Ontario_Emigrants_International,Ontario_In_migrant_Interprovincial,Ontario_Out_migrant_Interprovincial,Crime_severity_index_toronto,Toronto_median_age,UT_Total_Enrolment,Participation_rate_toronto,Employment_rate_toronto,Toronto_population,Sales_Total,Avg_Price_Month,New Units Number (Plan for construction),New Units Number (construction complete),Exchange Rate_Change_Rate,Prime_Rate_Change_Rate,GDP_Change_Rate,W.MTLS_Change_Rate,Gold_Price_in_USD_Change_Rate,Ontario_population_Change_Rate,Ontario_Immigrants_International_Change_Rate,Ontario_Emigrants_International_Change_Rate,Ontario_In_migrant_Interprovincial_Change_Rate,Ontario_Out_migrant_Interprovincial_Change_Rate,UT_Graduate_Enrolment_Change_Rate,UT_Undergraduate_Enrolment_Change_Rate,Ryerson_Total_Enrolment_Change_Rate,York_Total_Enrolment_Change_Rate,Toronto_population_Change_Rate,Sales_Total_Change_Rate,Avg_Price_Month_Change_Rate
2008-11-01,1.2182486000000001,4.0,1.6496207280000001,37535.51452,498.35,1549.924734,753.3944,21618.29667,6169.906581,9287.294182,14501.277680000001,64.82252914,39.24890252,62301,68.2,63.0,5573362.35,622,266543.2283,1815,2333,0.035130848,-0.08045977,-0.01074683,-0.110165557,-0.067164713,0.000335519,-0.08288237400000001,-0.10425281900000001,-0.026591114,-0.019786556,0.0,0.0,0.0,0.0,0.0013458729999999998,-0.349372385,-0.030113834
2008-12-01,1.235212143,3.6,1.4484265490000001,36956.44483,456.254,1521.1741060000002,816.115,20555.288,6057.958672,11122.180040000001,15780.90259,64.57781008,39.27394604,62301,68.7,63.2,5580679.94,494,266159.1862,1479,2280,0.013924533000000001,-0.1,-0.015427248000000001,-0.08447075300000001,0.083250685,-6.6e-05,-0.049171713,-0.018144182,0.19756947800000002,0.08824221800000001,0.0,0.0,0.0,0.0,0.001312958,-0.205787781,-0.001440825
2009-01-01,1.226639476,3.25,1.2,36648.64808,469.2175,1539.3229919999999,856.3739999999999,20963.0,5901.0,12767.0,16924.0,64.31,39.3,62934,68.5,62.5,5588312.0,479,257618.9666,1200,910,-0.0069402380000000005,-0.097222222,-0.008328635,0.028412902,0.049330057999999996,0.000123955,0.019834896,-0.025909499,0.147886471,0.07243549,0.037555592,0.0035287779999999998,0.028012072000000002,0.009615385,0.001367586,-0.030364372,-0.032086887
2009-02-01,1.2468436,3.0,0.880056359,36516.43322,474.9975,1486.46947,934.4552381000001,23009.420990000002,5595.4150039999995,13758.590559999999,17587.65292,64.02701139,39.32623249,62934,68.8,62.4,5596015.767999999,681,267550.0573,1086,2368,0.016471118,-0.076923077,-0.003607633,0.012318381000000002,0.091176563,0.000418015,0.09762061699999999,-0.05178529,0.077668251,0.039213715,0.0,0.0,0.0,0.0,0.00137855,0.4217119000000001,0.038549532000000004
2009-03-01,1.2627541820000001,2.5,0.53216486,36212.13705,488.6875,1428.38319,922.0614286,26039.66662,5282.521743,14219.347590000001,17860.73009,63.7583625,39.350079799999996,62934,69.4,63.1,5603035.643999999,986,277731.0558,2699,908,0.012760688000000001,-0.166666667,-0.00833313,0.028821204,-0.013263138999999998,0.000614327,0.131695866,-0.055919580999999996,0.03348868,0.015526641,0.0,0.0,0.0,0.0,0.001254442,0.44787077799999997,0.038052687
2009-04-01,1.22725655,2.4,0.1,36062.45877,504.004,1630.092384,887.7847367999999,29090.0,5542.0,15149.0,18412.0,63.44648571,39.37665208,62934,68.6,62.4,5610875.887,1302,286062.37100000004,915,2682,-0.028111276,-0.04,-0.004133373,0.031342115,-0.037173978999999996,0.0008299510000000001,0.117141799,0.049120149,0.065379399,0.030864915,0.0,0.0,0.0,0.0,0.001399285,0.320486815,0.02999778
2009-05-01,1.1514024,2.25,-0.362412836,36011.04297,522.7,1725.0454960000002,924.3554545,31486.127589999996,6499.992246,16608.652990000002,19289.53758,63.13021749,39.40253717,62934,68.5,61.8,5618531.494,1529,281881.7351,1207,2652,-0.061807900000000006,-0.0625,-0.001425743,0.037094944,0.041193226,0.000935285,0.08236946,0.17286038399999998,0.09635309199999999,0.047661176,0.0,0.0,0.0,0.0,0.0013644229999999998,0.174347158,-0.014614421
2009-06-01,1.124580682,2.25,-0.823618767,36056.71196,547.95,1825.065446,942.7519048,33191.285469999995,7995.447533,18355.33289,20263.291869999997,62.78847327,39.42946075,62934,68.0,61.0,5626512.839,1752,304015.411,1825,1412,-0.023294826,0.0,0.001268194,0.048306867999999996,0.019901922,0.001102963,0.054155845999999994,0.230070319,0.105166861,0.050480955999999993,0.0,0.0,0.0,0.0,0.001420539,0.145846959,0.078521143
2009-07-01,1.123503348,2.25,-0.9,36033.77003,551.3240000000001,1866.3436219999999,929.9434783,32979.0,8654.0,18343.0,19631.0,62.44330108,39.45568582,62934,68.1,61.2,5634304.997,1675,302291.4412,942,902,-0.000957987,0.0,-0.000636273,0.006157496,-0.013586211,0.001200932,-0.00639582,0.082365929,-0.000671897,-0.031203808,0.0,0.0,0.0,0.0,0.0013849,-0.043949772000000005,-0.0056706659999999996
2009-08-01,1.087955714,2.25,-0.534366213,36089.58653,586.0675,1995.94143,945.7671429,30638.613060000003,8294.636046,16230.54826,17061.955719999998,62.07808359,39.48243315,62934,68.1,61.1,5642363.691000001,1390,300939.4496,1607,503,-0.031639989,0.0,0.001549005,0.063018298,0.017015726999999998,0.0013788560000000001,-0.070965977,-0.041525763,-0.115163918,-0.130866705,0.0,0.0,0.0,0.0,0.001430291,-0.17014925399999997,-0.004472477
2009-09-01,1.081821773,2.25,0.19789015,36449.82927,566.0,2080.765247,991.8709524,26637.89398,7082.643918000001,12539.11014,13106.52564,61.71179292,39.50819526,62934,67.2,61.0,5650353.454,1423,315820.3443,1631,797,-0.005638043000000001,0.0,0.009981903,-0.034240936,0.048747527,0.001430806,-0.130577682,-0.146117578,-0.22743767199999998,-0.231827473,0.0,0.0,0.0,0.0,0.001416031,0.023741007,0.049448136
2009-10-01,1.054265682,2.25,0.8,36459.362369999995,579.72,2128.3818079999996,1039.7208699999999,23834.0,6190.0,10431.0,10956.0,61.35631201,39.53218695,62934,67.8,61.4,5658019.695,1417,323766.0134,2716,1103,-0.025471932000000003,0.0,0.00026154,0.024240282999999998,0.04824207900000001,0.0009661289999999999,-0.105259597,-0.126032584,-0.168122787,-0.164080528,0.0,0.0,0.0,0.0,0.001356772,-0.004216444000000001,0.025158826000000002
2009-11-01,1.0597757140000001,2.25,1.2371980040000001,36685.5935,596.14,2137.077515,1121.422381,22475.4713,5736.743832,10253.59565,10959.80853,60.98794213,39.55600768,62934,68.3,61.6,5665873.496,1343,317861.9173,1029,1904,0.005226417,0.0,0.006205021,0.028324018,0.078580236,0.000490529,-0.05699961,-0.073223937,-0.017007416,0.000347621,0.0,0.0,0.0,0.0,0.0013880829999999998,-0.052223005999999995,-0.018235688
2009-12-01,1.0536575000000001,2.25,1.486752752,36715.17538,620.4540000000001,2219.700007,1130.179048,22658.34636,5696.383815,11763.26202,12827.03968,60.63044908,39.57812063,62934,67.7,61.2,5673408.161,1118,321804.8658,748,1836,-0.0057731219999999995,0.0,0.0008063619999999999,0.040785721000000004,0.007808536,7.859999999999999e-05,0.008136651,-0.007035353,0.14723287599999998,0.170370782,0.0,0.0,0.0,0.0,0.0013298329999999999,-0.16753536900000002,0.012404595
2010-01-01,1.0427009,2.25,1.6,36911.44251,620.4125,2274.918431,1116.997895,24448.0,5713.0,13444.0,14840.0,60.26,39.6,65402,68.1,62.0,5681126.0,931,310811.9527,700,1960,-0.010398635,0.0,0.0053456680000000005,-6.69e-05,-0.011662889,0.000269958,0.07898430099999999,0.002916971,0.142880264,0.15693101199999998,0.041117638,0.038739669,0.03639443,0.03047619,0.001360353,-0.16726297,-0.034160183
2010-02-01,1.05610475,2.25,1.5720004930000002,37147.89431,594.09,2189.1799960000003,1093.0914289999998,27873.390410000004,5730.3579549999995,14979.56265,16632.53856,59.88849427,39.62089277,65402,68.3,61.7,5688774.744,1289,334339.1032,1745,774,0.012854933,0.0,0.006405921,-0.042427417,-0.021402427,0.00056076,0.140109228,0.0030383259999999996,0.11421918,0.120791008,0.0,0.0,0.0,0.0,0.0013463429999999998,0.38453276,0.075695771
2010-03-01,1.023633913,2.25,1.451586274,37344.15563,613.966,2356.871306,1110.825,32024.71933,5802.0915,16243.870319999998,18017.70488,59.552032499999996,39.63891565,65402,67.8,61.5,5695623.897000001,1714,327584.4212,905,934,-0.030745849,0.0,0.005283242,0.03345621,0.016223319,0.0007406569999999999,0.14893519800000002,0.012518161000000002,0.084402175,0.083280511,0.0,0.0,0.0,0.0,0.001203977,0.329712956,-0.020203086999999998
2010-04-01,1.00457115,2.25,1.4,37299.26249,639.85,2473.290969,1144.2,35311.0,6338.0,17523.0,18976.0,59.17851573,39.65793071,65402,67.7,61.3,5703141.137,1781,325237.9882,1730,2121,-0.018622637,0.0,-0.001202147,0.042158685999999994,0.030045237000000002,0.0009690769999999999,0.102617001,0.09236471,0.07874537599999999,0.053186304000000004,0.0,0.0,0.0,0.0,0.0013198270000000002,0.039089847999999996,-0.007162835
2010-05-01,1.039673762,2.25,1.460963861,37533.68525,614.9225,2324.919006,1199.433333,36794.64655,7374.748927,18642.5205,19278.5537,58.81604182,39.675393,65402,67.9,61.6,5710350.096,1535,340555.6,2145,721,0.034942883,0.0,0.006284916999999999,-0.03895835,0.048272447,0.0010694580000000001,0.042016554000000005,0.163576669,0.063888632,0.015944019,0.0,0.0,0.0,0.0,0.0012640330000000001,-0.13812464900000002,0.047096625999999996
2010-06-01,1.038186364,2.5,1.624467937,37668.63182,591.09,2243.438188,1229.671429,36600.10352,8774.370529,19486.75891,18949.19958,58.44044585,39.69246668,65402,68.0,61.9,5717731.373,1432,332991.9232,1429,3030,-0.001430639,0.111111111,0.0035953459999999997,-0.038756917,0.025210318,0.001240319,-0.005287265,0.18978566100000002,0.045285637000000004,-0.017083964,0.0,0.0,0.0,0.0,0.0012926139999999999,-0.067100977,-0.022209815
2010-07-01,1.0433401820000001,2.625,1.8,37609.65273,590.18,2206.47955,1192.386364,34885.0,9270.0,18920.0,18030.0,58.0759598,39.70805023,65402,68.3,62.2,5724808.757,1108,332094.3132,1460,2856,0.004964250999999999,0.05,-0.001565735,-0.001539529,-0.030321161,0.001328217,-0.046860619000000006,0.056486043,-0.029084309,-0.048508623,0.0,0.0,0.0,0.0,0.001237796,-0.226256983,-0.002695591
2010-08-01,1.0402966359999999,2.75,1.98518801,37767.77236,615.0925,2204.352284,1210.738182,31560.530539999996,8687.594957,16714.15223,16463.338359999998,57.70484821,39.72361583,65402,69.1,62.3,5732085.4229999995,1143,330952.196,1873,2572,-0.0029171170000000003,0.047619048,0.00420423,0.042211698,0.015390832,0.001503774,-0.095297964,-0.062826865,-0.116588148,-0.086891938,0.0,0.0,0.0,0.0,0.001271076,0.031588448,-0.003439135
2010-09-01,1.0344010000000001,2.9,2.166877574,37831.5482,629.536,2292.121431,1265.099048,27028.46815,7235.356881000001,13298.6238,14460.65592,57.3471591,39.73915069,65402,68.0,61.4,5739362.151000001,1089,329329.8595,1803,2049,-0.005667265,0.054545455,0.0016886310000000001,0.023481834,0.044898944,0.0015423320000000002,-0.143599056,-0.167162268,-0.204349487,-0.121644979,0.0,0.0,0.0,0.0,0.0012694730000000001,-0.047244094,-0.004902027
2010-10-01,1.018332238,3.0,2.3,37985.741,664.42,2437.522856,1338.891429,23471.0,6299.0,11178.0,13128.0,57.01380448,39.75415619,65402,67.8,62.0,5746404.284,1169,337753.6972,746,2001,-0.015534363999999998,0.034482759,0.0040757729999999995,0.05541224,0.058329331,0.001025937,-0.13161930300000002,-0.129414056,-0.159461899,-0.092157363,0.0,0.0,0.0,0.0,0.001226989,0.073461892,0.025578724
2010-11-01,1.0125629999999999,3.0,2.386956357,38121.45528,671.0775,2529.120943,1366.552727,20976.1997,6029.381182,10595.055470000001,12544.321609999999,56.68256073,39.76963272,65402,67.6,62.0,5753681.297,1253,340879.7829,3299,1739,-0.005665379,0.0,0.0035727690000000004,0.010020016999999999,0.020659852,0.000497079,-0.106292885,-0.042803432,-0.052151058,-0.044460572000000004,0.0,0.0,0.0,0.0,0.0012663589999999999,0.071856287,0.009255519
2010-12-01,1.008083652,3.0,2.442564563,38383.62021,680.454,2629.975009,1389.525714,19744.60742,6330.419451,11389.707,12706.29702,56.374798399999996,39.78458179,65402,68.5,62.7,5760723.704,892,342008.5404,829,1320,-0.004423772,0.0,0.006877096,0.013972306,0.016810903999999998,3.27e-05,-0.05871379400000001,0.049928550999999995,0.075002112,0.01291225,0.0,0.0,0.0,0.0,0.001223983,-0.28810854,0.0033113070000000003
2011-01-01,0.993814,3.0,2.6,38426.33449,696.1625,2716.4974850000003,1360.636316,19945.0,6503.0,12362.0,13365.0,56.07,39.8,66611,68.8,63.0,5768001.0,805,327867.882,1420,2197,-0.014155226000000002,0.0,0.0011128260000000001,0.023085322000000002,-0.020790833999999998,0.000176032,0.010149231,0.027262103,0.08536593599999999,0.051840672000000004,0.020509302,0.017978044,0.028942877000000002,0.003696858,0.0012632610000000001,-0.097533632,-0.041345922
2011-02-01,0.9879476,3.0,2.8805029610000004,38441.150989999995,729.1,2777.054739,1367.5315,21684.15408,6415.637324,13280.29282,14480.04533,55.77864105,39.81538857,66611,67.8,62.3,5775278.44,1158,355614.5363,2067,2215,-0.005902915,0.0,0.000385582,0.047312948,0.005067617,0.000420795,0.087197497,-0.013434211000000001,0.074283515,0.083430253,0.0,0.0,0.0,0.0,0.001261692,0.438509317,0.084627546
2011-03-01,0.976598348,3.0,3.2053403260000004,38570.24042,726.7660000000001,2722.8556489999996,1417.43,24333.07399,6217.718666,14157.9822,15873.4193,55.52702962,39.82926245,66611,67.7,61.9,5781851.7360000005,1645,352319.9009,2878,921,-0.011487707,0.0,0.003358105,-0.003201207,0.036488007999999995,0.000577758,0.122159246,-0.030849415,0.06608961099999999,0.09622718300000001,0.0,0.0,0.0,0.0,0.001138178,0.42055267700000004,-0.009264625
2011-04-01,0.957986474,3.0,3.4,38603.70151,741.61,2796.007019,1470.6838890000001,26719.0,6610.0,15857.0,17801.0,55.26124896,39.84459462,66611,68.0,62.2,5789129.45,1427,351763.2761,3262,1149,-0.01905786,0.0,0.0008675369999999999,0.020424731,0.037570736,0.00076948,0.09805279900000001,0.063090879,0.120004234,0.12143449699999999,0.0,0.0,0.0,0.0,0.001258717,-0.132522796,-0.001579885
2011-05-01,0.967781227,3.0,3.385313434,38482.15679,726.095,2815.413783,1510.328182,28209.980310000003,7717.033923999999,18333.777980000003,20044.8816,55.01683802,39.85940397,66611,67.8,62.1,5796172.5370000005,1575,355347.393,2173,1905,0.010224313,0.0,-0.003148525,-0.0209207,0.026956366000000002,0.000860447,0.05580225,0.167478657,0.156194613,0.126053682,0.0,0.0,0.0,0.0,0.001216605,0.103714085,0.010189003
2011-06-01,0.9774402729999999,3.0,3.190534417,38681.193960000004,723.56,2688.829113,1524.748571,28901.88186,9362.482990999999,21272.488230000003,22386.72357,54.77750273,39.87467782,66611,67.6,61.9,5803450.535,1746,358880.92100000003,2437,4778,0.009980608,0.0,0.005172194000000001,-0.0034912790000000003,0.009547851999999999,0.001010302,0.024526836,0.213222992,0.160289399,0.116829923,0.0,0.0,0.0,0.0,0.001255656,0.108571429,0.009943869000000001
2011-07-01,0.956142095,3.0,3.0,38872.05459,775.6525,2809.688525,1564.927143,28730.0,10019.0,21751.0,22585.0,54.55868408,39.88943073,66611,66.9,61.5,5810493.896000001,1452,353189.0716,3273,1822,-0.021789747999999998,0.0,0.004934197,0.071994721,0.026350949,0.001104835,-0.005947081999999999,0.070122104,0.022494396,0.008856876,0.0,0.0,0.0,0.0,0.001213651,-0.16838488,-0.015859994
2011-08-01,0.981016478,3.0,2.831240783,39143.83043,779.668,2509.078252,1755.110435,27679.344210000003,9480.213042,19320.267630000002,20284.99669,54.32614717,39.90518691,66611,66.8,61.4,5817749.834,1393,364437.2268,2337,2064,0.026015362,0.0,0.006991548,0.005176932,0.12152852800000001,0.001274435,-0.036569989,-0.05377652,-0.111752672,-0.10183765,0.0,0.0,0.0,0.0,0.0012487639999999999,-0.040633609,0.031847403999999996
2011-09-01,1.002049136,3.0,2.693169515,39314.57143,761.995,2526.572893,1775.912727,25864.98187,7959.108379,14626.07399,16087.228819999998,54.06370895,39.92210611,66611,66.8,61.3,5824956.627,1355,350145.7255,2298,2999,0.021439657999999997,0.0,0.0043618879999999995,-0.02266734,0.011852412,0.001334574,-0.065549325,-0.160450473,-0.24296732,-0.20693953899999998,0.0,0.0,0.0,0.0,0.00123876,-0.027279253,-0.039215262
2011-10-01,1.020363,3.0,2.6,39257.5993,711.98,2585.8481100000004,1660.0420000000001,24043.0,6914.0,11722.0,13683.0,53.78121809,39.93958823,66611,66.4,60.7,5831884.095,1358,367714.7835,2573,1045,0.018276413000000002,0.0,-0.001449135,-0.065636914,-0.065245733,0.000951893,-0.070442032,-0.13130973099999999,-0.198554581,-0.149449532,0.0,0.0,0.0,0.0,0.001189274,0.002214022,0.050176417
2011-11-01,1.025251636,3.0,2.547367093,39287.64925,720.312,2609.4104820000002,1734.2936359999999,22200.61006,6499.180472999999,11038.18932,13481.72493,53.45984187,39.95879872,66611,66.6,60.9,5838994.07,1337,364980.9843,1094,1525,0.004791076,0.0,0.000765455,0.011702576000000001,0.04472877,0.000568697,-0.076628954,-0.059997039,-0.058335667,-0.014709864,0.0,0.0,0.0,0.0,0.001219156,-0.015463918,-0.007434564
2011-12-01,1.022959524,3.0,2.520237085,39442.35424,717.01,2607.424293,1646.671,20671.5812,6630.736548,12344.51825,15227.44142,53.12031423,39.97849821,66611,66.1,60.6,5845827.844,943,351104.5069,2406,1081,-0.002235659,0.0,0.003937751,-0.004584125,-0.05052353,0.00021800599999999997,-0.068873281,0.020241948,0.118346306,0.129487621,0.0,0.0,0.0,0.0,0.001170368,-0.294689604,-0.038019727
2012-01-01,1.013069818,3.0,2.4,39350.36818,741.085,2737.268982,1647.4185,20716.0,6616.0,13990.0,17332.0,52.74,40.0,68088,66.6,60.4,5852841.0,775,343835.3535,3096,2615,-0.009667739,0.0,-0.002332165,0.033576938,0.000453946,0.00031544,0.002148786,-0.00222246,0.133296555,0.13820828599999999,0.027568172999999998,0.020816894,0.046481259000000004,0.001841621,0.0011996860000000002,-0.178154825,-0.020703674
2012-02-01,0.997674952,3.0,2.1666927680000003,39246.72822,776.76,2923.0499879999998,1740.488095,22637.1731,6331.875668,15647.90886,19459.6703,52.32973367,40.02266621,68088,65.9,60.4,5859804.954,1212,371333.7434,1931,851,-0.015196254,0.0,-0.002633773,0.048138877000000004,0.056494203,0.00047878,0.09273861300000001,-0.042945032,0.118506709,0.12275965300000001,0.0,0.0,0.0,0.0,0.001189842,0.5638709679999999,0.079975458
2012-03-01,0.993943545,3.0,1.8670032730000001,39335.50174,761.2,3031.825473,1672.181818,25735.937169999997,5938.92536,17167.14041,21399.86394,51.91882029,40.04492425,68088,66.6,60.7,5866275.0770000005,1584,361800.3813,3639,2344,-0.003740103,0.0,0.0022619339999999997,-0.020031926999999998,-0.039245472,0.000595719,0.136888297,-0.062059069,0.097088471,0.099703315,0.0,0.0,0.0,0.0,0.001104153,0.30693069300000003,-0.025673299
2012-04-01,0.992872421,3.0,1.6,39481.99652,740.375,3036.823511,1647.380556,27773.0,6166.0,18469.0,22943.0,51.45058214,40.069844200000006,68088,66.4,60.5,5873143.799,1534,360806.8357,4563,889,-0.001077651,0.0,0.003724238,-0.027358119,-0.014831678000000001,0.000795589,0.079152464,0.038234971,0.075834388,0.07210962,0.0,0.0,0.0,0.0,0.001170883,-0.031565657000000004,-0.002746115
2012-05-01,1.0101908640000001,3.0,1.41611502,39559.075489999996,721.682,2905.025457,1586.114783,28071.4516,7145.196529999999,19366.725319999998,23839.24579,50.96893007,40.09506896,68088,66.7,60.5,5879744.102000001,1632,368147.4161,3399,2005,0.017442766999999998,0.0,0.001952256,-0.025248016,-0.037189812,0.000925943,0.010746106000000002,0.158805795,0.048607143,0.039064019,0.0,0.0,0.0,0.0,0.001123811,0.063885267,0.020344904
2012-06-01,1.027831,3.0,1.295173075,39597.44135,699.885,2849.240932,1592.9185710000002,26920.78849,8687.545173,19774.336369999997,23995.00724,50.44175392,40.12228019,68088,66.9,61.1,5886516.007,1415,364597.2587,2796,979,0.017462182,0.0,0.000969837,-0.030203052999999997,0.004289594,0.001104908,-0.04099051,0.21585811300000002,0.021046979,0.006533825,0.0,0.0,0.0,0.0,0.001151735,-0.132965686,-0.009643304
2012-07-01,1.014051182,3.0,1.2,39553.09059,634.365,2919.455729,1588.647727,25927.0,9249.0,18837.0,22529.0,49.90306506,40.14972233,68088,67.1,61.4,5893022.615,1246,347996.5201,2863,1476,-0.013406696000000001,0.0,-0.001120041,-0.09361538,-0.0026811440000000003,0.001139931,-0.036915282,0.064627558,-0.04740166,-0.061096345,0.0,0.0,0.0,0.0,0.0011053410000000001,-0.119434629,-0.045531715
2012-08-01,0.993163696,3.0,1.116334665,39561.17073,684.0260000000001,3029.418691,1623.557391,25293.4333,8612.741787,16346.398769999998,19190.14648,49.34744061,40.17809909,68088,67.2,61.3,5899691.659,1072,349488.6045,3988,1541,-0.020598059,0.0,0.00020428599999999997,0.078284584,0.021974452999999998,0.001238054,-0.02443656,-0.068792109,-0.132218571,-0.148202473,0.0,0.0,0.0,0.0,0.001131685,-0.13964687,0.004287642
2012-09-01,0.9788093000000001,3.0,1.048162432,39631.664339999996,729.375,3134.770559,1737.5895,24998.31337,7015.748881,12724.57506,14576.67345,48.82694262,40.2052374,68088,67.5,61.8,5906298.607000001,934,377422.1595,2681,1504,-0.014453202,0.0,0.001781889,0.06629718799999999,0.070235958,0.001232759,-0.011667848,-0.18542212800000002,-0.221567072,-0.240408432,0.0,0.0,0.0,0.0,0.00111988,-0.128731343,0.079926941
2012-10-01,0.9866151740000001,3.0,1.0,39560.61672,730.16,3070.490002,1741.379091,24707.0,6029.0,10365.0,11995.0,48.35671223,40.2303199,68088,68.1,62.1,5912633.295,1141,358740.4864,2576,2373,0.007974867,0.0,-0.001792698,0.001076264,0.002180947,0.0008347010000000001,-0.011653321000000001,-0.140647691,-0.185434488,-0.17710991899999998,0.0,0.0,0.0,0.0,0.001072531,0.221627409,-0.049498082
