"REF_DATE","GEO","DGUID","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1951-07","Ontario","2016A000235","Persons","249","units","0","v12","7","4615000","","","","0"
"1951-10","Ontario","2016A000235","Persons","249","units","0","v12","7","4665000","","","","0"
"1952-01","Ontario","2016A000235","Persons","249","units","0","v12","7","4717000","","","","0"
"1952-04","Ontario","2016A000235","Persons","249","units","0","v12","7","4757000","","","","0"
"1952-07","Ontario","2016A000235","Persons","249","units","0","v12","7","4802000","","","","0"
"1952-10","Ontario","2016A000235","Persons","249","units","0","v12","7","4841000","","","","0"
"1953-01","Ontario","2016A000235","Persons","249","units","0","v12","7","4876000","","","","0"
"1953-04","Ontario","2016A000235","Persons","249","units","0","v12","7","4907000","","","","0"
"1953-07","Ontario","2016A000235","Persons","249","units","0","v12","7","4956000","","","","0"
"1953-10","Ontario","2016A000235","Persons","249","units","0","v12","7","5002000","","","","0"
"1954-01","Ontario","2016A000235","Persons","249","units","0","v12","7","5047000","","","","0"
"1954-04","Ontario","2016A000235","Persons","249","units","0","v12","7","5082000","","","","0"
"1954-07","Ontario","2016A000235","Persons","249","units","0","v12","7","5130000","","","","0"
"1954-10","Ontario","2016A000235","Persons","249","units","0","v12","7","5174000","","","","0"
"1955-01","Ontario","2016A000235","Persons","249","units","0","v12","7","5208000","","","","0"
"1955-04","Ontario","2016A000235","Persons","249","units","0","v12","7","5236000","","","","0"
"1955-07","Ontario","2016A000235","Persons","249","units","0","v12","7","5278000","","","","0"
"1955-10","Ontario","2016A000235","Persons","249","units","0","v12","7","5311000","","","","0"
"1956-01","Ontario","2016A000235","Persons","249","units","0","v12","7","5344000","","","","0"
"1956-04","Ontario","2016A000235","Persons","249","units","0","v12","7","5375000","","","","0"
"1956-07","Ontario","2016A000235","Persons","249","units","0","v12","7","5423000","","","","0"
"1956-10","Ontario","2016A000235","Persons","249","units","0","v12","7","5470000","","","","0"
"1957-01","Ontario","2016A000235","Persons","249","units","0","v12","7","5529000","","","","0"
"1957-04","Ontario","2016A000235","Persons","249","units","0","v12","7","5580000","","","","0"
"1957-07","Ontario","2016A000235","Persons","249","units","0","v12","7","5668000","","","","0"
"1957-10","Ontario","2016A000235","Persons","249","units","0","v12","7","5722000","","","","0"
"1958-01","Ontario","2016A000235","Persons","249","units","0","v12","7","5759000","","","","0"
"1958-04","Ontario","2016A000235","Persons","249","units","0","v12","7","5789000","","","","0"
"1958-07","Ontario","2016A000235","Persons","249","units","0","v12","7","5835000","","","","0"
"1958-10","Ontario","2016A000235","Persons","249","units","0","v12","7","5874000","","","","0"
"1959-01","Ontario","2016A000235","Persons","249","units","0","v12","7","5907000","","","","0"
"1959-04","Ontario","2016A000235","Persons","249","units","0","v12","7","5938000","","","","0"
"1959-07","Ontario","2016A000235","Persons","249","units","0","v12","7","5985000","","","","0"
"1959-10","Ontario","2016A000235","Persons","249","units","0","v12","7","6020000","","","","0"
"1960-01","Ontario","2016A000235","Persons","249","units","0","v12","7","6054000","","","","0"
"1960-04","Ontario","2016A000235","Persons","249","units","0","v12","7","6083000","","","","0"
"1960-07","Ontario","2016A000235","Persons","249","units","0","v12","7","6127000","","","","0"
"1960-10","Ontario","2016A000235","Persons","249","units","0","v12","7","6158000","","","","0"
"1961-01","Ontario","2016A000235","Persons","249","units","0","v12","7","6187000","","","","0"
"1961-04","Ontario","2016A000235","Persons","249","units","0","v12","7","6214000","","","","0"
"1961-07","Ontario","2016A000235","Persons","249","units","0","v12","7","6248000","","","","0"
"1961-10","Ontario","2016A000235","Persons","249","units","0","v12","7","6275000","","","","0"
"1962-01","Ontario","2016A000235","Persons","249","units","0","v12","7","6303000","","","","0"
"1962-04","Ontario","2016A000235","Persons","249","units","0","v12","7","6330000","","","","0"
"1962-07","Ontario","2016A000235","Persons","249","units","0","v12","7","6362000","","","","0"
"1962-10","Ontario","2016A000235","Persons","249","units","0","v12","7","6395000","","","","0"
"1963-01","Ontario","2016A000235","Persons","249","units","0","v12","7","6427000","","","","0"
"1963-04","Ontario","2016A000235","Persons","249","units","0","v12","7","6455000","","","","0"
"1963-07","Ontario","2016A000235","Persons","249","units","0","v12","7","6497000","","","","0"
"1963-10","Ontario","2016A000235","Persons","249","units","0","v12","7","6535000","","","","0"
"1964-01","Ontario","2016A000235","Persons","249","units","0","v12","7","6572000","","","","0"
"1964-04","Ontario","2016A000235","Persons","249","units","0","v12","7","6602000","","","","0"
"1964-07","Ontario","2016A000235","Persons","249","units","0","v12","7","6646000","","","","0"
"1964-10","Ontario","2016A000235","Persons","249","units","0","v12","7","6687000","","","","0"
"1965-01","Ontario","2016A000235","Persons","249","units","0","v12","7","6723000","","","","0"
"1965-04","Ontario","2016A000235","Persons","249","units","0","v12","7","6758000","","","","0"
"1965-07","Ontario","2016A000235","Persons","249","units","0","v12","7","6803000","","","","0"
"1965-10","Ontario","2016A000235","Persons","249","units","0","v12","7","6849000","","","","0"
"1966-01","Ontario","2016A000235","Persons","249","units","0","v12","7","6888000","","","","0"
"1966-04","Ontario","2016A000235","Persons","249","units","0","v12","7","6926000","","","","0"
"1966-07","Ontario","2016A000235","Persons","249","units","0","v12","7","6977000","","","","0"
"1966-10","Ontario","2016A000235","Persons","249","units","0","v12","7","7025000","","","","0"
"1967-01","Ontario","2016A000235","Persons","249","units","0","v12","7","7063000","","","","0"
"1967-04","Ontario","2016A000235","Persons","249","units","0","v12","7","7096000","","","","0"
"1967-07","Ontario","2016A000235","Persons","249","units","0","v12","7","7142000","","","","0"
"1967-10","Ontario","2016A000235","Persons","249","units","0","v12","7","7186000","","","","0"
"1968-01","Ontario","2016A000235","Persons","249","units","0","v12","7","7213000","","","","0"
"1968-04","Ontario","2016A000235","Persons","249","units","0","v12","7","7238000","","","","0"
"1968-07","Ontario","2016A000235","Persons","249","units","0","v12","7","7275000","","","","0"
"1968-10","Ontario","2016A000235","Persons","249","units","0","v12","7","7305000","","","","0"
"1969-01","Ontario","2016A000235","Persons","249","units","0","v12","7","7338000","","","","0"
"1969-04","Ontario","2016A000235","Persons","249","units","0","v12","7","7362000","","","","0"
"1969-07","Ontario","2016A000235","Persons","249","units","0","v12","7","7399000","","","","0"
"1969-10","Ontario","2016A000235","Persons","249","units","0","v12","7","7442000","","","","0"
"1970-01","Ontario","2016A000235","Persons","249","units","0","v12","7","7488000","","","","0"
"1970-04","Ontario","2016A000235","Persons","249","units","0","v12","7","7528000","","","","0"
"1970-07","Ontario","2016A000235","Persons","249","units","0","v12","7","7566000","","","","0"
"1970-10","Ontario","2016A000235","Persons","249","units","0","v12","7","7613000","","","","0"
"1971-01","Ontario","2016A000235","Persons","249","units","0","v12","7","7656000","","","","0"
"1971-04","Ontario","2016A000235","Persons","249","units","0","v12","7","7683000","","","","0"
"1971-07","Ontario","2016A000235","Persons","249","units","0","v12","7","7849027","","","","0"
"1971-10","Ontario","2016A000235","Persons","249","units","0","v12","7","7882241","","","","0"
"1972-01","Ontario","2016A000235","Persons","249","units","0","v12","7","7906337","","","","0"
"1972-04","Ontario","2016A000235","Persons","249","units","0","v12","7","7927220","","","","0"
"1972-07","Ontario","2016A000235","Persons","249","units","0","v12","7","7963117","","","","0"
"1972-10","Ontario","2016A000235","Persons","249","units","0","v12","7","7992037","","","","0"
"1973-01","Ontario","2016A000235","Persons","249","units","0","v12","7","8013391","","","","0"
"1973-04","Ontario","2016A000235","Persons","249","units","0","v12","7","8035129","","","","0"
"1973-07","Ontario","2016A000235","Persons","249","units","0","v12","7","8075547","","","","0"
"1973-10","Ontario","2016A000235","Persons","249","units","0","v12","7","8107108","","","","0"
"1974-01","Ontario","2016A000235","Persons","249","units","0","v12","7","8139808","","","","0"
"1974-04","Ontario","2016A000235","Persons","249","units","0","v12","7","8172562","","","","0"
"1974-07","Ontario","2016A000235","Persons","249","units","0","v12","7","8204275","","","","0"
"1974-10","Ontario","2016A000235","Persons","249","units","0","v12","7","8240114","","","","0"
"1975-01","Ontario","2016A000235","Persons","249","units","0","v12","7","8260161","","","","0"
"1975-04","Ontario","2016A000235","Persons","249","units","0","v12","7","8284503","","","","0"
"1975-07","Ontario","2016A000235","Persons","249","units","0","v12","7","8319795","","","","0"
"1975-10","Ontario","2016A000235","Persons","249","units","0","v12","7","8352911","","","","0"
"1976-01","Ontario","2016A000235","Persons","249","units","0","v12","7","8366498","","","","0"
"1976-04","Ontario","2016A000235","Persons","249","units","0","v12","7","8387985","","","","0"
"1976-07","Ontario","2016A000235","Persons","249","units","0","v12","7","8413779","","","","0"
"1976-10","Ontario","2016A000235","Persons","249","units","0","v12","7","8438765","","","","0"
"1977-01","Ontario","2016A000235","Persons","249","units","0","v12","7","8458617","","","","0"
"1977-04","Ontario","2016A000235","Persons","249","units","0","v12","7","8481322","","","","0"
"1977-07","Ontario","2016A000235","Persons","249","units","0","v12","7","8504080","","","","0"
"1977-10","Ontario","2016A000235","Persons","249","units","0","v12","7","8530102","","","","0"
"1978-01","Ontario","2016A000235","Persons","249","units","0","v12","7","8548453","","","","0"
"1978-04","Ontario","2016A000235","Persons","249","units","0","v12","7","8569298","","","","0"
"1978-07","Ontario","2016A000235","Persons","249","units","0","v12","7","8590144","","","","0"
"1978-10","Ontario","2016A000235","Persons","249","units","0","v12","7","8604263","","","","0"
"1979-01","Ontario","2016A000235","Persons","249","units","0","v12","7","8619239","","","","0"
"1979-04","Ontario","2016A000235","Persons","249","units","0","v12","7","8638099","","","","0"
"1979-07","Ontario","2016A000235","Persons","249","units","0","v12","7","8662088","","","","0"
"1979-10","Ontario","2016A000235","Persons","249","units","0","v12","7","8674941","","","","0"
"1980-01","Ontario","2016A000235","Persons","249","units","0","v12","7","8693157","","","","0"
"1980-04","Ontario","2016A000235","Persons","249","units","0","v12","7","8715218","","","","0"
"1980-07","Ontario","2016A000235","Persons","249","units","0","v12","7","8746013","","","","0"
"1980-10","Ontario","2016A000235","Persons","249","units","0","v12","7","8757388","","","","0"
"1981-01","Ontario","2016A000235","Persons","249","units","0","v12","7","8770591","","","","0"
"1981-04","Ontario","2016A000235","Persons","249","units","0","v12","7","8787156","","","","0"
"1981-07","Ontario","2016A000235","Persons","249","units","0","v12","7","8812286","","","","0"
"1981-10","Ontario","2016A000235","Persons","249","units","0","v12","7","8846005","","","","0"
"1982-01","Ontario","2016A000235","Persons","249","units","0","v12","7","8865774","","","","0"
"1982-04","Ontario","2016A000235","Persons","249","units","0","v12","7","8892646","","","","0"
"1982-07","Ontario","2016A000235","Persons","249","units","0","v12","7","8920288","","","","0"
"1982-10","Ontario","2016A000235","Persons","249","units","0","v12","7","8957042","","","","0"
"1983-01","Ontario","2016A000235","Persons","249","units","0","v12","7","8982933","","","","0"
"1983-04","Ontario","2016A000235","Persons","249","units","0","v12","7","9010994","","","","0"
"1983-07","Ontario","2016A000235","Persons","249","units","0","v12","7","9039564","","","","0"
"1983-10","Ontario","2016A000235","Persons","249","units","0","v12","7","9074145","","","","0"
"1984-01","Ontario","2016A000235","Persons","249","units","0","v12","7","9100590","","","","0"
"1984-04","Ontario","2016A000235","Persons","249","units","0","v12","7","9129833","","","","0"
"1984-07","Ontario","2016A000235","Persons","249","units","0","v12","7","9167484","","","","0"
"1984-10","Ontario","2016A000235","Persons","249","units","0","v12","7","9210346","","","","0"
"1985-01","Ontario","2016A000235","Persons","249","units","0","v12","7","9230294","","","","0"
"1985-04","Ontario","2016A000235","Persons","249","units","0","v12","7","9256175","","","","0"
"1985-07","Ontario","2016A000235","Persons","249","units","0","v12","7","9294657","","","","0"
"1985-10","Ontario","2016A000235","Persons","249","units","0","v12","7","9338435","","","","0"
"1986-01","Ontario","2016A000235","Persons","249","units","0","v12","7","9362036","","","","0"
"1986-04","Ontario","2016A000235","Persons","249","units","0","v12","7","9391784","","","","0"
"1986-07","Ontario","2016A000235","Persons","249","units","0","v12","7","9437359","","","","0"
"1986-10","Ontario","2016A000235","Persons","249","units","0","v12","7","9493289","","","","0"
"1987-01","Ontario","2016A000235","Persons","249","units","0","v12","7","9531478","","","","0"
"1987-04","Ontario","2016A000235","Persons","249","units","0","v12","7","9577947","","","","0"
"1987-07","Ontario","2016A000235","Persons","249","units","0","v12","7","9637945","","","","0"
"1987-10","Ontario","2016A000235","Persons","249","units","0","v12","7","9702789","","","","0"
"1988-01","Ontario","2016A000235","Persons","249","units","0","v12","7","9735171","","","","0"
"1988-04","Ontario","2016A000235","Persons","249","units","0","v12","7","9774964","","","","0"
"1988-07","Ontario","2016A000235","Persons","249","units","0","v12","7","9838620","","","","0"
"1988-10","Ontario","2016A000235","Persons","249","units","0","v12","7","9917210","","","","0"
"1989-01","Ontario","2016A000235","Persons","249","units","0","v12","7","9969308","","","","0"
"1989-04","Ontario","2016A000235","Persons","249","units","0","v12","7","10031922","","","","0"
"1989-07","Ontario","2016A000235","Persons","249","units","0","v12","7","10103305","","","","0"
"1989-10","Ontario","2016A000235","Persons","249","units","0","v12","7","10167642","","","","0"
"1990-01","Ontario","2016A000235","Persons","249","units","0","v12","7","10189985","","","","0"
"1990-04","Ontario","2016A000235","Persons","249","units","0","v12","7","10238884","","","","0"
"1990-07","Ontario","2016A000235","Persons","249","units","0","v12","7","10295832","","","","0"
"1990-10","Ontario","2016A000235","Persons","249","units","0","v12","7","10344678","","","","0"
"1991-01","Ontario","2016A000235","Persons","249","units","0","v12","7","10355101","","","","0"
"1991-04","Ontario","2016A000235","Persons","249","units","0","v12","7","10385937","","","","0"
"1991-07","Ontario","2016A000235","Persons","249","units","0","v12","7","10431316","","","","0"
"1991-10","Ontario","2016A000235","Persons","249","units","0","v12","7","10465562","","","","0"
"1992-01","Ontario","2016A000235","Persons","249","units","0","v12","7","10488022","","","","0"
"1992-04","Ontario","2016A000235","Persons","249","units","0","v12","7","10528346","","","","0"
"1992-07","Ontario","2016A000235","Persons","249","units","0","v12","7","10572205","","","","0"
"1992-10","Ontario","2016A000235","Persons","249","units","0","v12","7","10610665","","","","0"
"1993-01","Ontario","2016A000235","Persons","249","units","0","v12","7","10629994","","","","0"
"1993-04","Ontario","2016A000235","Persons","249","units","0","v12","7","10656924","","","","0"
"1993-07","Ontario","2016A000235","Persons","249","units","0","v12","7","10690038","","","","0"
"1993-10","Ontario","2016A000235","Persons","249","units","0","v12","7","10728737","","","","0"
"1994-01","Ontario","2016A000235","Persons","249","units","0","v12","7","10744762","","","","0"
"1994-04","Ontario","2016A000235","Persons","249","units","0","v12","7","10776819","","","","0"
"1994-07","Ontario","2016A000235","Persons","249","units","0","v12","7","10819146","","","","0"
"1994-10","Ontario","2016A000235","Persons","249","units","0","v12","7","10860406","","","","0"
"1995-01","Ontario","2016A000235","Persons","249","units","0","v12","7","10875308","","","","0"
"1995-04","Ontario","2016A000235","Persons","249","units","0","v12","7","10906895","","","","0"
"1995-07","Ontario","2016A000235","Persons","249","units","0","v12","7","10950119","","","","0"
"1995-10","Ontario","2016A000235","Persons","249","units","0","v12","7","10993416","","","","0"
"1996-01","Ontario","2016A000235","Persons","249","units","0","v12","7","11009307","","","","0"
"1996-04","Ontario","2016A000235","Persons","249","units","0","v12","7","11037392","","","","0"
"1996-07","Ontario","2016A000235","Persons","249","units","0","v12","7","11082903","","","","0"
"1996-10","Ontario","2016A000235","Persons","249","units","0","v12","7","11130574","","","","0"
"1997-01","Ontario","2016A000235","Persons","249","units","0","v12","7","11146270","","","","0"
"1997-04","Ontario","2016A000235","Persons","249","units","0","v12","7","11179959","","","","0"
"1997-07","Ontario","2016A000235","Persons","249","units","0","v12","7","11227651","","","","0"
"1997-10","Ontario","2016A000235","Persons","249","units","0","v12","7","11278893","","","","0"
"1998-01","Ontario","2016A000235","Persons","249","units","0","v12","7","11292059","","","","0"
"1998-04","Ontario","2016A000235","Persons","249","units","0","v12","7","11322038","","","","0"
"1998-07","Ontario","2016A000235","Persons","249","units","0","v12","7","11365901","","","","0"
"1998-10","Ontario","2016A000235","Persons","249","units","0","v12","7","11408804","","","","0"
"1999-01","Ontario","2016A000235","Persons","249","units","0","v12","7","11419589","","","","0"
"1999-04","Ontario","2016A000235","Persons","249","units","0","v12","7","11452857","","","","0"
"1999-07","Ontario","2016A000235","Persons","249","units","0","v12","7","11504759","","","","0"
"1999-10","Ontario","2016A000235","Persons","249","units","0","v12","7","11559464","","","","0"
"2000-01","Ontario","2016A000235","Persons","249","units","0","v12","7","11576994","","","","0"
"2000-04","Ontario","2016A000235","Persons","249","units","0","v12","7","11621255","","","","0"
"2000-07","Ontario","2016A000235","Persons","249","units","0","v12","7","11683290","","","","0"
"2000-10","Ontario","2016A000235","Persons","249","units","0","v12","7","11748348","","","","0"
"2001-01","Ontario","2016A000235","Persons","249","units","0","v12","7","11771945","","","","0"
"2001-04","Ontario","2016A000235","Persons","249","units","0","v12","7","11827345","","","","0"
"2001-07","Ontario","2016A000235","Persons","249","units","0","v12","7","11897534","","","","0"
"2001-10","Ontario","2016A000235","Persons","249","units","0","v12","7","11961789","","","","0"
"2002-01","Ontario","2016A000235","Persons","249","units","0","v12","7","11980361","","","","0"
"2002-04","Ontario","2016A000235","Persons","249","units","0","v12","7","12030408","","","","0"
"2002-07","Ontario","2016A000235","Persons","249","units","0","v12","7","12094174","","","","0"
"2002-10","Ontario","2016A000235","Persons","249","units","0","v12","7","12146053","","","","0"
"2003-01","Ontario","2016A000235","Persons","249","units","0","v12","7","12156750","","","","0"
"2003-04","Ontario","2016A000235","Persons","249","units","0","v12","7","12195501","","","","0"
"2003-07","Ontario","2016A000235","Persons","249","units","0","v12","7","12245039","","","","0"
"2003-10","Ontario","2016A000235","Persons","249","units","0","v12","7","12291669","","","","0"
"2004-01","Ontario","2016A000235","Persons","249","units","0","v12","7","12305320","","","","0"
"2004-04","Ontario","2016A000235","Persons","249","units","0","v12","7","12341656","","","","0"
"2004-07","Ontario","2016A000235","Persons","249","units","0","v12","7","12391421","","","","0"
"2004-10","Ontario","2016A000235","Persons","249","units","0","v12","7","12437664","","","","0"
"2005-01","Ontario","2016A000235","Persons","249","units","0","v12","7","12446466","","","","0"
"2005-04","Ontario","2016A000235","Persons","249","units","0","v12","7","12477967","","","","0"
"2005-07","Ontario","2016A000235","Persons","249","units","0","v12","7","12528663","","","","0"
"2005-10","Ontario","2016A000235","Persons","249","units","0","v12","7","12578931","","","","0"
"2006-01","Ontario","2016A000235","Persons","249","units","0","v12","7","12587531","","","","0"
"2006-04","Ontario","2016A000235","Persons","249","units","0","v12","7","12618444","","","","0"
"2006-07","Ontario","2016A000235","Persons","249","units","0","v12","7","12661878","","","","0"
"2006-10","Ontario","2016A000235","Persons","249","units","0","v12","7","12700994","","","","0"
"2007-01","Ontario","2016A000235","Persons","249","units","0","v12","7","12702838","","","","0"
"2007-04","Ontario","2016A000235","Persons","249","units","0","v12","7","12726728","","","","0"
"2007-07","Ontario","2016A000235","Persons","249","units","0","v12","7","12764806","","","","0"
"2007-10","Ontario","2016A000235","Persons","249","units","0","v12","7","12807208","","","","0"
"2008-01","Ontario","2016A000235","Persons","249","units","0","v12","7","12814446","","","","0"
"2008-04","Ontario","2016A000235","Persons","249","units","0","v12","7","12840272","","","","0"
"2008-07","Ontario","2016A000235","Persons","249","units","0","v12","7","12883583","","","","0"
"2008-10","Ontario","2016A000235","Persons","249","units","0","v12","7","12927148","","","","0"
"2009-01","Ontario","2016A000235","Persons","249","units","0","v12","7","12932234","","","","0"
"2009-04","Ontario","2016A000235","Persons","249","units","0","v12","7","12956332","","","","0"
"2009-07","Ontario","2016A000235","Persons","249","units","0","v12","7","12998345","","","","0"
"2009-10","Ontario","2016A000235","Persons","249","units","0","v12","7","13047485","","","","0"
"2010-01","Ontario","2016A000235","Persons","249","units","0","v12","7","13058435","","","","0"
"2010-04","Ontario","2016A000235","Persons","249","units","0","v12","7","13088106","","","","0"
"2010-07","Ontario","2016A000235","Persons","249","units","0","v12","7","13135778","","","","0"
"2010-10","Ontario","2016A000235","Persons","249","units","0","v12","7","13189339","","","","0"
"2011-01","Ontario","2016A000235","Persons","249","units","0","v12","7","13198650","","","","0"
"2011-04","Ontario","2016A000235","Persons","249","units","0","v12","7","13221999","","","","0"
"2011-07","Ontario","2016A000235","Persons","249","units","0","v12","7","13261381","","","","0"
"2011-10","Ontario","2016A000235","Persons","249","units","0","v12","7","13308659","","","","0"
"2012-01","Ontario","2016A000235","Persons","249","units","0","v12","7","13323332","","","","0"
"2012-04","Ontario","2016A000235","Persons","249","units","0","v12","7","13348263","","","","0"
"2012-07","Ontario","2016A000235","Persons","249","units","0","v12","7","13390632","","","","0"
"2012-10","Ontario","2016A000235","Persons","249","units","0","v12","7","13434943","","","","0"
"2013-01","Ontario","2016A000235","Persons","249","units","0","v12","7","13444704","","","","0"
"2013-04","Ontario","2016A000235","Persons","249","units","0","v12","7","13467829","","","","0"
"2013-07","Ontario","2016A000235","Persons","249","units","0","v12","7","13510781","","","","0"
"2013-10","Ontario","2016A000235","Persons","249","units","0","v12","7","13558528","","","","0"
"2014-01","Ontario","2016A000235","Persons","249","units","0","v12","7","13562583","","","","0"
"2014-04","Ontario","2016A000235","Persons","249","units","0","v12","7","13582747","","","","0"
"2014-07","Ontario","2016A000235","Persons","249","units","0","v12","7","13617553","","","","0"
"2014-10","Ontario","2016A000235","Persons","249","units","0","v12","7","13661314","","","","0"
"2015-01","Ontario","2016A000235","Persons","249","units","0","v12","7","13657737","","","","0"
"2015-04","Ontario","2016A000235","Persons","249","units","0","v12","7","13669860","","","","0"
"2015-07","Ontario","2016A000235","Persons","249","units","0","v12","7","13707118","","","","0"
"2015-10","Ontario","2016A000235","Persons","249","units","0","v12","7","13757688","","","","0"
"2016-01","Ontario","2016A000235","Persons","249","units","0","v12","7","13773629","","","","0"
"2016-04","Ontario","2016A000235","Persons","249","units","0","v12","7","13816545","","","","0"
"2016-07","Ontario","2016A000235","Persons","249","units","0","v12","7","13875394","","","","0"
"2016-10","Ontario","2016A000235","Persons","249","units","0","v12","7","13946431","","","","0"
"2017-01","Ontario","2016A000235","Persons","249","units","0","v12","7","13971785","","","","0"
"2017-04","Ontario","2016A000235","Persons","249","units","0","v12","7","14006386","","","","0"
"2017-07","Ontario","2016A000235","Persons","249","units","0","v12","7","14070141","","","","0"
"2017-10","Ontario","2016A000235","Persons","249","units","0","v12","7","14150783","","","","0"
"2018-01","Ontario","2016A000235","Persons","249","units","0","v12","7","14186830","","","","0"
"2018-04","Ontario","2016A000235","Persons","249","units","0","v12","7","14235643","","","","0"
"2018-07","Ontario","2016A000235","Persons","249","units","0","v12","7","14308697","","","","0"
"2018-10","Ontario","2016A000235","Persons","249","units","0","v12","7","14393683","","","","0"
"2019-01","Ontario","2016A000235","Persons","249","units","0","v12","7","14428712","","","","0"
"2019-04","Ontario","2016A000235","Persons","249","units","0","v12","7","14467162","","","","0"
"2019-07","Ontario","2016A000235","Persons","249","units","0","v12","7","14544718","","","","0"
"2019-10","Ontario","2016A000235","Persons","249","units","0","v12","7","14637880","","","","0"
"2020-01","Ontario","2016A000235","Persons","249","units","0","v12","7","14689075","","","","0"
"2020-04","Ontario","2016A000235","Persons","249","units","0","v12","7","14723497","","","","0"
"2020-07","Ontario","2016A000235","Persons","249","units","0","v12","7","14734014","","","","0"
"2020-10","Ontario","2016A000235","Persons","249","units","0","v12","7","14733506","","","","0"
"2021-01","Ontario","2016A000235","Persons","249","units","0","v12","7","14755211","","","","0"
"2021-04","Ontario","2016A000235","Persons","249","units","0","v12","7","14789778","","","","0"


